Category,CrimeGroup,Description,City,State,Zip,Latitude,Longitude,Date
1,B,westfield are the man driv van app lost control skip across,Centreville,VA,,38.837413,-77.44327,
1,B,boy respons sery ind mcleanarea boy christmas ev the,Merrifield,VA,,38.873562,-77.234718,
20,A,fal churchare man rob gunpoint tuesday janu around,,VA,,38.87355,-77.2384295,
1,B,pol arrest fairfax man suspect break dan merrifield sunoco,Falls Church,VA,22042,38.8758764,-77.2207791,
1,B,fairfax county pol investig homicid occur block,Falls Church,VA,22041,38.8498889,-77.1388679,
1,B,on saturday decemb pm alexandriaare juvenil,Falls Church,VA,22041,38.850342,-77.12986,2008-11-29
1,B,pol cal inov fairfax hospit springfield man,Hinton,WV,,37.709869,-80.814227,
20,A,two arm men rob two employ work fedex kinko stor loc,Falls Church,VA,22041,38.8506074,-77.1183636,
1,B,on sunday decemb around pm two men arrest alleg attempt,Falls Church,VA,22041,38.8530357,-77.1296691,2008-11-30
5,A,man arrest sunday decemb alleg climb,Falls Church,VA,22041,38.854485,-77.13559,2008-11-30
1,B,two maryland men app attack drop friend,Reston,VA,,38.959374,-77.354571,
1,B,pol cal block clam driv tuesday janu around am,Alexandria,VA,22310,38.776004,-77.140138,
20,A,four teen walk hom kingstown movy the approach two,Annandale,VA,,38.831796,-77.195306,
20,A,on tuesday janu midnight boy walk hom party,Annandale,VA,,38.831796,-77.195306,
20,A,describ hisp wor basebal hat al suspect describ,Annandale,VA,,38.831796,-77.195306,
5,A,an burk boy arrest monday decemb alleg brok,Burke,VA,22015,38.799994,-77.283215,
20,A,on friday decemb pm burk wom rob exit,Annandale,VA,,38.831796,-77.195306,2008-11-28
15,A,laptop comput stol resid,Clifton,VA,20124,38.8157452,-77.4172509,
15,A,cop stol busy,,VA,,38.902355,-77.404011,
15,A,wallet purs stol busy,Centreville,VA,20120,38.842868,-77.4381042,
15,A,licens plat stol vehic,Centreville,VA,20121,38.8276788,-77.4420817,
15,A,licens plat stol vehic,Centreville,VA,20121,38.825482,-77.430622,
15,A,tir stol vehic,Chantilly,VA,20151,38.8863401,-77.4307893,
17,A,jeep wrangl report stol,Chantilly,VA,20151,38.9028217,-77.4596129,
17,A,chevrolet avalanch report stol,Clifton,VA,20124,38.8320502,-77.415402,
15,A,gps system stol vehic,Alexandria,VA,22306,38.7582253,-77.079632,
15,A,comput stol resid,Alexandria,VA,22303,38.7931952,-77.0732453,
15,A,rifl stol resid,Alexandria,VA,22309,38.7358,-77.1081636,
15,A,licens plat stol vehic,Alexandria,VA,22303,38.798186,-77.077782,
15,A,beer stol busy,Alexandria,VA,22309,38.7242932,-77.1176387,
15,A,licens plat stol vehic,Alexandria,VA,22309,38.7377306,-77.0947022,
15,A,radio stol vehic,Alexandria,VA,22309,38.7466415,-77.0977834,
15,A,vas stol cemetery,Alexandria,VA,22306,38.7752296,-77.0884435,
15,A,money stol busy,Alexandria,VA,22306,38.7740265,-77.0811027,
17,A,hond civ report stol,Alexandria,VA,22306,38.7432261,-77.0892004,
17,A,toyot coroll report stol,Alexandria,VA,22306,38.7432261,-77.0892004,
17,A,ford taur report stol,Alexandria,VA,22309,38.7390054,-77.0944928,
17,A,mazd milen report stol,Alexandria,VA,22306,38.7613445,-77.0954327,
17,A,toyot coroll report stol,Alexandria,VA,22309,38.7342364,-77.0955795,
17,A,jagu xty report stol,Alexandria,VA,22303,38.798186,-77.077782,
17,A,kia seph report stol,Alexandria,VA,22309,38.7329611,-77.1004685,
17,A,niss report stol,Alexandria,VA,22303,38.783668,-77.075201,
17,A,ford taur report stol,Alexandria,VA,22306,38.7618434,-77.0842436,
17,A,lex report stol,Alexandria,VA,22306,38.7742023,-77.0863366,
17,A,hond civ report stol,Alexandria,VA,22309,38.723917,-77.129104,
15,A,gps system stol vehic,Falls Church,VA,,38.88549,-77.173624,
15,A,sunglass stol busy,,VA,22102,38.920177,-77.226339,
15,A,beer stol busy,Dunn Loring,VA,22027,38.9018079,-77.2234264,
15,A,cellul telephon stol vehic,Falls Church,VA,22042,38.854485,-77.221166,
15,A,laptop comput stol resid,Merrifield,VA,,38.87359,-77.234719,
15,A,purs stol busy,,VA,,38.87355,-77.2384295,
15,A,vas stol cemetery,Falls Church,VA,22042,38.8764108,-77.1975743,
15,A,bobc machin stol resid,Falls Church,VA,22042,38.872956,-77.171721,
15,A,bag purs stol busy,,VA,22102,38.9158688,-77.2219445,
17,A,toyot avalon report stol,,VA,,38.8420415,-77.1998825,
17,A,hond accord report stol,Falls Church,VA,,38.88549,-77.173624,
15,A,play stol busy,Falls Church,VA,22044,38.867961,-77.143004,
15,A,beer stol busy,,VA,,38.851082,-77.127522,
15,A,hood headlight fog light stol vehic,Hinton,WV,,37.709869,-80.814227,
15,A,purs stol busy,Hinton,WV,,37.709869,-80.814227,
15,A,laptop comput stol busy,Falls Church,VA,22041,38.8514527,-77.1310284,
15,A,purs stol busy,Falls Church,VA,22041,38.8514527,-77.1310284,
15,A,laptop comput stol busy,Alexandria,VA,22312,38.82186,-77.15602,
15,A,four comput print stol busy,Alexandria,VA,22312,38.82186,-77.15602,
17,A,hond accord report stol,Falls Church,VA,,38.898832,-77.16904,
17,A,hond accord report stol,Alexandria,VA,22312,38.818781,-77.143639,
17,A,buick lesabr report stol,Hinton,WV,,37.709869,-80.814227,
15,A,wallet stol resid,Reston,VA,20190,38.9622952,-77.3544246,
15,A,cellul telephon wallet stol busy,Reston,VA,20190,38.9516113,-77.335361,
15,A,pack stol resid,Reston,VA,20191,38.932036,-77.344979,
15,A,camer stol busy,Herndon,VA,20170,38.9592572,-77.4019439,
17,A,ford expl report stol,Herndon,VA,20170,39.002553,-77.377662,
15,A,two air bag stol vehic,Annandale,VA,,38.831796,-77.195306,
15,A,gasolin stol serv stat,Alexandria,VA,22310,38.784441,-77.1293,
15,A,bb gun knif money airsoft pistol stol resid,Annandale,VA,,38.831796,-77.195306,
15,A,licens plat stol vehic,Springfield,VA,22150,38.7935008,-77.1960627,
15,A,licens plat stol vehic,Alexandria,VA,22310,38.78551,-77.14599,
15,A,wallet stol vehic,Falls Church,VA,22042,38.871697,-77.170769,
15,A,money stol busy,Annandale,VA,,38.831796,-77.195306,
17,A,toyot coroll report stol,Springfield,VA,22150,38.7803332,-77.1635965,
17,A,hond accord report stol,Fairfax,VA,22031,38.8487537,-77.2845055,
17,A,hond civ report stol,Annandale,VA,,38.831796,-77.195306,
15,A,subwoof spoil cds stereo stol vehic,Annandale,VA,22003,38.8317189,-77.2173465,
15,A,navig system stol vehic,Annandale,VA,22003-6553,38.823844,-77.218505,
15,A,money jewelry stol resid,Annandale,VA,,38.831796,-77.195306,
15,A,laptop comput digit camer stol resid,Annandale,VA,22003,38.822279,-77.232735,
15,A,dvd play stol vehic,Annandale,VA,22003,38.819491,-77.213875,
15,A,gps system stol vehic,Annandale,VA,,38.831796,-77.195306,
15,A,wallet stol busy,Annandale,VA,,38.831796,-77.195306,
15,A,bicyc stol school,Annandale,VA,,38.831796,-77.195306,
15,A,play stol busy,Annandale,VA,,38.831796,-77.195306,
15,A,dvd play stol vehic,Annandale,VA,22003,38.8170792,-77.2205945,
15,A,gps system stol vehic,Annandale,VA,,38.831796,-77.195306,
17,A,scion tc report stol,Annandale,VA,,38.831796,-77.195306,
17,A,dodg carav report stol,Burke,VA,22015,38.791231,-77.258736,
15,A,money stol busy,Fairfax,VA,22033,38.8576443,-77.392151,
15,A,licens plat stol vehic,Fairfax,VA,22033,38.8634073,-77.3631323,
15,A,gps system stol vehic,Chantilly,VA,,38.883607,-77.439755,
17,A,hond civ report stol,Herndon,VA,,38.969698,-77.385475,
1,B,incid org stat typ offens they list,Chantilly,VA,,38.88361,-77.439774,
1,B,show chain bridg road would mean block chain bridg,Chantilly,VA,,38.883607,-77.439755,
1,B,distribut offens,Chantilly,VA,,38.883607,-77.439755,
1,B,comput solicit child hazem sahl creekpoint circ chat onlin,Chantilly,VA,,38.88361,-77.439774,
5,A,fairfax county pol patrol off assist pol helicopt abl loc,Centreville,VA,20120,38.856918,-77.444463,
1,B,an alexandriaare wom report victim carjack saturday,Alexandria,VA,,38.804565,-77.043079,
1,B,alexandriaare wom walk ridgecrest driv near west boulevard,Alexandria,VA,,38.804565,-77.043079,
1,B,fal churchare wom grab assault sunday ev,Merrifield,VA,,38.87359,-77.234719,
1,B,pol arrest stev riva ridgewood driv annand around am,Hinton,WV,,37.709869,-80.814227,
20,A,on friday janu pm man alleg rob two form,Falls Church,VA,22041,38.8393845,-77.1523177,
1,B,virgin sanchez de encina silv spring maryland died saturday janu,Hinton,WV,,37.709869,-80.814227,
20,A,two men attempt rob herndonare wom wednesday janu the,Herndon,VA,20170,38.9625036,-77.4091321,
20,A,man burg king burk rob gunpoint attempt,Annandale,VA,22003,38.821906,-77.219444,
5,A,handgun credit card property stol commit burgl,Annandale,VA,,38.831796,-77.195306,
20,A,pol respond robbery bb bank franklin farm road monday,Herndon,VA,20171,38.9071741,-77.4057707,
6,A,two men arrest counterfeit charg friday janu alleg pass,Fairfax,VA,22033,38.8656843,-77.3614519,
5,A,pol respond block jessic court tuesday janu report,Chantilly,VA,,38.883607,-77.439755,
15,A,purs wallet stol busy,Chantilly,VA,20151,38.9028217,-77.4596129,
15,A,gps system stol vehic,Centreville,VA,20121,38.8299102,-77.4205443,
15,A,wallet stol busy,Chantilly,VA,20151,38.897962,-77.446119,
15,A,navig system stol vehic,Centreville,VA,20120,38.8692555,-77.455331,
15,A,licens plat stol vehic,Centreville,VA,20121,38.8348759,-77.4223521,
15,A,dumpst stol construct sit,Centreville,VA,,38.837413,-77.44327,
15,A,licens plat stol vehic,Centreville,VA,20121,38.8306423,-77.4240696,
17,A,hond civ report stol,Centreville,VA,20121,38.8336048,-77.4448574,
17,A,motorcyc report stol,Centreville,VA,,38.837413,-77.44327,
15,A,licens plat stol vehic,Alexandria,VA,22306,38.7432261,-77.0892004,
15,A,money stol busy,Alexandria,VA,22309,38.723812,-77.1186139,
15,A,licens plat stol vehic,Alexandria,VA,22306,38.7670182,-77.0898665,
15,A,liqu stol busy,Alexandria,VA,22303,38.794619,-77.070976,
15,A,win stol busy,Alexandria,VA,22306,38.759361,-77.085024,
15,A,purs stol resid,Alexandria,VA,22303,38.787613,-77.077708,
15,A,print two ton stol busy,Alexandria,VA,22306,38.7478279,-77.0833725,
15,A,beer stol busy,Alexandria,VA,22309,38.7354575,-77.0959095,
15,A,liqu stol busy,Alexandria,VA,22309,38.7242932,-77.1176387,
15,A,gasolin stol serv stat,Alexandria,VA,22309,38.7197466,-77.1269397,
15,A,vas stol cemetery,Alexandria,VA,22306,38.7752296,-77.0884435,
15,A,licens plat stol vehic,Alexandria,VA,22306,38.7563861,-77.0777748,
17,A,hond accord report stol,Alexandria,VA,22306,38.777045,-77.087343,
17,A,niss maxim report stol,Alexandria,VA,22309,38.7329765,-77.100554,
17,A,dodg carav report stol,Alexandria,VA,,38.804565,-77.043079,
15,A,licens plat stol vehic,Merrifield,VA,,38.87359,-77.234719,
15,A,pow tool stol vehic,Merrifield,VA,,38.87359,-77.234719,
15,A,jewelry stol resid,Merrifield,VA,,38.87359,-77.234719,
15,A,licens plat stol vehic,Falls Church,VA,22042,38.854485,-77.221166,
15,A,vas stol cemetery,Falls Church,VA,22042,38.8764108,-77.1975743,
